548.4807753012208, 467.364817766693, 450
543.9692620785909, 484.2020143325669, 450
536.6025403784439, 500.0, 450
526.6044443118979, 514.278760968654, 450
514.278760968654, 526.6044443118979, 450
500.0, 536.6025403784439, 450
484.2020143325669, 543.9692620785909, 450
467.364817766693, 548.4807753012208, 450
450, 550, 450.0
432.635182233307, 548.4807753012208, 450
415.7979856674331, 543.9692620785909, 450
400.0, 536.6025403784439, 450
385.72123903134604, 526.6044443118979, 450
373.3955556881022, 514.278760968654, 450
363.3974596215561, 500.0, 450
356.0307379214092, 484.2020143325669, 450
351.5192246987792, 467.364817766693, 450
350, 450, 450.0
351.5192246987792, 432.635182233307, 450
356.0307379214091, 415.7979856674331, 450
363.39745962155615, 400.0, 450
373.3955556881022, 385.72123903134604, 450
385.72123903134604, 373.3955556881022, 450
399.99999999999994, 363.39745962155615, 450
415.7979856674331, 356.0307379214091, 450
432.635182233307, 351.5192246987792, 450
450, 350, 450.0
467.364817766693, 351.51922469877917, 450
484.2020143325669, 356.0307379214092, 450
500.0, 363.39745962155615, 450
514.278760968654, 373.3955556881022, 450
526.6044443118977, 385.72123903134604, 450
536.6025403784438, 399.99999999999994, 450
543.9692620785909, 415.7979856674331, 450
548.4807753012208, 432.635182233307, 450
548.4807753012208, 450, 467.364817766693
546.9846310392954, 467.1010071662834, 467
542.5416578398324, 483.6824088833465, 467
535.2868531952444, 499.2403876506104, 467
525.4406506735489, 513.3022221559489, 467
513.3022221559489, 525.4406506735489, 467
499.2403876506104, 535.2868531952444, 467
483.6824088833465, 542.5416578398323, 467
467.10100716628347, 546.9846310392954, 467
450, 548.4807753012208, 467.364817766693
432.8989928337166, 546.9846310392954, 467
416.3175911166535, 542.5416578398324, 467
400.7596123493896, 535.2868531952444, 467
386.6977778440511, 525.4406506735489, 467
374.5593493264511, 513.3022221559489, 467
364.7131468047557, 499.2403876506104, 467
357.45834216016766, 483.6824088833465, 467
353.01536896070456, 467.1010071662834, 467
351.5192246987792, 450, 467.364817766693
353.01536896070456, 432.89899283371653, 467
357.45834216016766, 416.3175911166535, 467
364.7131468047557, 400.7596123493896, 467
374.5593493264511, 386.69777784405113, 467
386.6977778440511, 374.5593493264511, 467
400.75961234938956, 364.7131468047557, 467
416.3175911166535, 357.45834216016766, 467
432.8989928337166, 353.01536896070456, 467
450, 351.5192246987792, 467.364817766693
467.1010071662834, 353.01536896070456, 467
483.6824088833465, 357.45834216016766, 467
499.2403876506104, 364.7131468047557, 467
513.3022221559489, 374.55934932645107, 467
525.4406506735488, 386.6977778440511, 467
535.2868531952442, 400.75961234938956, 467
542.5416578398324, 416.3175911166535, 467
546.9846310392954, 432.89899283371653, 467
543.9692620785909, 450, 484.2020143325669
542.5416578398324, 466.3175911166535, 484
538.3022221559489, 482.139380484327, 484
531.3797681349374, 496.98463103929544, 484
521.9846310392954, 510.40227735550536, 484
510.40227735550536, 521.9846310392954, 484
496.98463103929544, 531.3797681349374, 484
482.139380484327, 538.3022221559489, 484
466.3175911166535, 542.5416578398324, 484
450, 543.9692620785909, 484.2020143325669
433.6824088833465, 542.5416578398324, 484
417.860619515673, 538.3022221559489, 484
403.0153689607046, 531.3797681349374, 484
389.59772264449464, 521.9846310392954, 484
378.01536896070456, 510.40227735550536, 484
368.62023186506264, 496.98463103929544, 484
361.6977778440511, 482.139380484327, 484
357.45834216016766, 466.3175911166535, 484
356.0307379214091, 450, 484.2020143325669
357.45834216016766, 433.6824088833465, 484
361.6977778440511, 417.860619515673, 484
368.62023186506264, 403.01536896070456, 484
378.01536896070456, 389.59772264449464, 484
389.59772264449464, 378.01536896070456, 484
403.01536896070456, 368.62023186506264, 484
417.8606195156731, 361.6977778440511, 484
433.6824088833465, 357.45834216016766, 484
450, 356.0307379214091, 484.2020143325669
466.31759111665343, 357.45834216016766, 484
482.139380484327, 361.6977778440511, 484
496.98463103929544, 368.62023186506264, 484
510.40227735550536, 378.01536896070456, 484
521.9846310392954, 389.5977226444946, 484
531.3797681349373, 403.01536896070456, 484
538.3022221559489, 417.860619515673, 484
542.5416578398324, 433.6824088833465, 484
536.6025403784439, 450, 500.0
535.2868531952444, 465.0383733180435, 499
531.3797681349374, 479.6198132726024, 499
525.0, 493.30127018922195, 499
516.3413948168939, 505.66703992264195, 499
505.66703992264195, 516.3413948168939, 499
493.30127018922195, 525.0, 499
479.6198132726024, 531.3797681349374, 499
465.0383733180435, 535.2868531952444, 499
450, 536.6025403784439, 500.0
434.9616266819565, 535.2868531952444, 499
420.3801867273976, 531.3797681349374, 499
406.6987298107781, 525.0, 499
394.33296007735805, 516.3413948168939, 499
383.65860518310615, 505.66703992264195, 499
375.0, 493.30127018922195, 499
368.62023186506264, 479.6198132726024, 499
364.71314680475564, 465.0383733180435, 499
363.3974596215561, 450, 500.0
364.71314680475564, 434.96162668195643, 499
368.62023186506264, 420.38018672739764, 499
375.0, 406.69872981077805, 499
383.65860518310615, 394.33296007735805, 499
394.33296007735805, 383.65860518310615, 499
406.69872981077805, 375.0, 499
420.38018672739764, 368.62023186506264, 499
434.9616266819565, 364.71314680475564, 499
450, 363.3974596215561, 500.0
465.0383733180435, 364.71314680475564, 499
479.6198132726024, 368.62023186506264, 499
493.30127018922195, 375.0, 499
505.66703992264195, 383.65860518310615, 499
516.3413948168939, 394.33296007735805, 499
525.0, 406.69872981077805, 499
531.3797681349374, 420.38018672739764, 499
535.2868531952444, 434.9616266819565, 499
526.6044443118979, 450, 514.278760968654
525.4406506735489, 463.3022221559489, 514
521.9846310392954, 476.2002630229385, 514
